title,brand,model,type,year,transmisi,qty,avg_price,low_price,mid_price,new_price,price_per_mile,m_mile
BMW 840i Gran Coup̩ M Technic Automatic 2020,BMW,840i,Gran Coup̩ M Technic,2020,Automatic,1," 1,995,000,000 "," 1,995,000,000 "," 1,995,000,000 ",2809000000," 325,600.00 ",2500
Land Rover Range Rover Autobiography Automatic 2015,Land Rover,Range Rover,Autobiography,2015,Automatic,1," 2,200,000,000 "," 2,200,000,000 "," 2,200,000,000 ",," 12,000.00 ",27500
Land Rover Discovery HSE Si6 Automatic 2017,Land Rover,Discovery,HSE Si6,2017,Automatic,1," 1,700,000,000 "," 1,700,000,000 "," 1,700,000,000 ",," 12,000.00 ",12500
Audi A6 FSI Automatic 2014,Audi,A6,FSI,2014,Automatic,1," 350,000,000 "," 350,000,000 "," 350,000,000 ",," 12,000.00 ",22500
Mercedes-Benz AMG GT 53 4MATIC+ Automatic 2019,Mercedes-Benz,AMG GT,53 4MATIC+,2019,Automatic,1," 2,500,000,000 "," 2,500,000,000 "," 2,500,000,000 ",," 12,000.00 ",12500
Porsche Panamera Turbo Automatic 2010,Porsche,Panamera,Turbo,2010,Automatic,1," 1,150,000,000 "," 1,150,000,000 "," 1,150,000,000 ",," 12,000.00 ",22500
MINI Cabrio John Cooper Works Automatic 2020,MINI,Cabrio,John Cooper Works,2020,Automatic,1," 1,050,000,000 "," 1,050,000,000 "," 1,050,000,000 ",," 12,000.00 ",2500
MINI Cooper S 3 Door Automatic 2020,MINI,Cooper,S 3 Door,2020,Automatic,1," 895,000,000 "," 895,000,000 "," 895,000,000 ",," 12,000.00 ",7500
Maserati Levante S Granlusso Ermenegildo Zegna Automatic 2021,Maserati,Levante,S Granlusso Ermenegildo Zegna,2021,Automatic,1," 2,800,000,000 "," 2,800,000,000 "," 2,800,000,000 ",," 12,000.00 ",2500
Maserati Ghibli S Automatic 2016,Maserati,Ghibli,S,2016,Automatic,1," 1,225,000,000 "," 1,225,000,000 "," 1,225,000,000 ",," 12,000.00 ",12500
Peugeot 5008 Active Automatic 2021,Peugeot,5008,Active,2021,Automatic,1," 585,000,000 "," 585,000,000 "," 585,000,000 ",685000000," 40,000.00 ",2500
Mercedes-Benz SL400 AMG Line Automatic 2017,Mercedes-Benz,SL400,AMG Line,2017,Automatic,1," 1,875,000,000 "," 1,875,000,000 "," 1,875,000,000 ",," 12,000.00 ",22500
Mercedes-Benz GL500 4MATIC CBU Automatic 2015,Mercedes-Benz,GL500,4MATIC CBU,2015,Automatic,1," 925,000,000 "," 925,000,000 "," 925,000,000 ",," 12,000.00 ",12500
Lexus RC F Carbon Package Automatic 2014,Lexus,RC F,Carbon Package,2014,Automatic,1," 1,975,000,000 "," 1,975,000,000 "," 1,975,000,000 ",," 12,000.00 ",2500
Porsche Cayenne Turbo Automatic 2004,Porsche,Cayenne,Turbo,2004,Automatic,1," 390,000,000 "," 390,000,000 "," 390,000,000 ",," 12,000.00 ",37500
Mercedes-Benz A200 progressive line Automatic 2018,Mercedes-Benz,A200,progressive line,2018,Automatic,1," 550,000,000 "," 550,000,000 "," 550,000,000 ",720000000," 9,714.29 ",17500
Toyota Land Cruiser GR S 70th Anniversary Automatic 2021,Toyota,Land Cruiser,GR S 70th Anniversary,2021,Automatic,1," 2,990,000,000 "," 2,990,000,000 "," 2,990,000,000 ",," 12,000.00 ",2500
Mercedes-Benz GL63 AMG Automatic 2013,Mercedes-Benz,GL63,AMG,2013,Automatic,1," 1,850,000,000 "," 1,850,000,000 "," 1,850,000,000 ",," 12,000.00 ",17500
Porsche 911 Carrera S Automatic 2013,Porsche,911,Carrera S,2013,Automatic,1," 2,990,000,000 "," 2,990,000,000 "," 2,990,000,000 ",," 12,000.00 ",12500
Jaguar XE Prestige Automatic 2016,Jaguar,XE,Prestige,2016,Automatic,1," 650,000,000 "," 650,000,000 "," 650,000,000 "," 1,099,000,000 "," 179,600.00 ",2500
Daihatsu Luxio X Manual 2018,Daihatsu,Luxio,X,2018,Manual,1," 147,000,000 "," 147,000,000 "," 147,000,000 ",183050000, 436.97 ,82500
Daihatsu Xenia M Manual 2015,Daihatsu,Xenia,M,2015,Manual,1," 108,000,000 "," 108,000,000 "," 108,000,000 "," 155,650,000 ", 443.26 ,107500
Suzuki XL7 Beta Manual 2023,Suzuki,XL7,Beta,2023,Manual,1," 195,000,000 "," 195,000,000 "," 195,000,000 ",283900000," 2,735.38 ",32500
Daihatsu Xenia X Deluxe Manual 2017,Daihatsu,Xenia,X Deluxe,2017,Manual,1," 127,000,000 "," 127,000,000 "," 127,000,000 ",184250000, 532.56 ,107500
Daihatsu Xenia R Automatic 2016,Daihatsu,Xenia,R,2016,Automatic,1," 129,000,000 "," 129,000,000 "," 129,000,000 "," 185,950,000 ", 529.77 ,107500
Toyota Crown Royal Saloon Standard Automatic 2005,Toyota,Crown,Royal Saloon Standard,2005,Automatic,1," 245,000,000 "," 245,000,000 "," 245,000,000 ",," 12,000.00 ",117500
MINI Cooper S 3 Door Automatic 2016,MINI,Cooper,S 3 Door,2016,Automatic,1," 575,000,000 "," 575,000,000 "," 575,000,000 "," 749,000,000 "," 7,733.33 ",22500
Mercedes-Benz GLC300 AMG 4MATIC Automatic 2022,Mercedes-Benz,GLC300,AMG 4MATIC,2022,Automatic,1," 1,117,000,000 "," 1,117,000,000 "," 1,117,000,000 ",1400000000," 16,171.43 ",17500
Volkswagen Tiguan TSI ALLSPACE Sport Edition Automatic 2021,Volkswagen,Tiguan,TSI ALLSPACE Sport Edition,2021,Automatic,1," 359,000,000 "," 359,000,000 "," 359,000,000 ",605000000," 10,933.33 ",22500
Jeep Wrangler Unlimited 70th Anniversary Edition Automatic 2011,Jeep,Wrangler,Unlimited 70th Anniversary Edition,2011,Automatic,1," 675,000,000 "," 675,000,000 "," 675,000,000 ",," 12,000.00 ",77500
Dodge Journey SXT Luxury Automatic 2013,Dodge,Journey,SXT Luxury,2013,Automatic,1," 165,000,000 "," 165,000,000 "," 165,000,000 "," 625,000,000 "," 4,088.89 ",112500
Nissan Livina X-Gear Manual 2013,Nissan,Livina,X-Gear,2013,Manual,1," 99,000,000 "," 99,000,000 "," 99,000,000 "," 210,000,000 "," 1,585.71 ",70000
BMW i7 xDrive60 The First Edition Automatic 2023,BMW,i7,xDrive60 The First Edition,2023,Automatic,1," 2,300,000,000 "," 2,300,000,000 "," 2,300,000,000 ",3288000000," 131,733.33 ",7500
Honda Brio Satya S Manual 2019,Honda,Brio,Satya S,2019,Manual,1," 132,500,000 "," 132,500,000 "," 132,500,000 ",143000000, 381.82 ,27500
MINI Clubman Cooper S Automatic 2020,MINI,Clubman,Cooper S,2020,Automatic,1," 825,000,000 "," 825,000,000 "," 825,000,000 ",955000000," 17,333.33 ",7500
Honda Civic Type R Manual 2015,Honda,Civic,Type R,2015,Manual,1," 1,090,000,000 "," 1,090,000,000 "," 1,090,000,000 ",," 12,000.00 ",7500
Audi Q5 TFSI Automatic 2011,Audi,Q5,TFSI,2011,Automatic,1," 199,000,000 "," 199,000,000 "," 199,000,000 "," 935,000,000 "," 14,720.00 ",50000
Porsche Cayenne S Automatic 2012,Porsche,Cayenne,S,2012,Automatic,1," 850,000,000 "," 850,000,000 "," 850,000,000 ",," 12,000.00 ",67500
Lexus ES 300h V6 Automatic 2017,Lexus,ES 300h,V6,2017,Automatic,1," 455,000,000 "," 455,000,000 "," 455,000,000 ",," 12,000.00 ",72500
Toyota Land Cruiser 200 Full spec Automatic 2010,Toyota,Land Cruiser,200 Full spec,2010,Automatic,1," 1,180,000,000 "," 1,180,000,000 "," 1,180,000,000 ",," 12,000.00 ",52500
BMW 520i Modern Automatic 2015,BMW,520i,Modern,2015,Automatic,1," 365,000,000 "," 365,000,000 "," 365,000,000 "," 899,000,000 "," 6,472.73 ",82500
Jeep Wrangler Rubicon 2 Door Automatic 2015,Jeep,Wrangler,Rubicon 2 Door,2015,Automatic,1," 1,080,000,000 "," 1,080,000,000 "," 1,080,000,000 ",," 12,000.00 ",66000
Mercedes-Benz S600 V12 Automatic 1994,Mercedes-Benz,S600,V12,1994,Automatic,1," 575,000,000 "," 575,000,000 "," 575,000,000 ",," 12,000.00 ",87500
Jaguar XF V6 Automatic 2010,Jaguar,XF,V6,2010,Automatic,1," 285,000,000 "," 285,000,000 "," 285,000,000 ",," 12,000.00 ",47500
Toyota Vellfire X Automatic 2013,Toyota,Vellfire,X,2013,Automatic,1," 315,000,000 "," 315,000,000 "," 315,000,000 ",," 12,000.00 ",67500
MINI Cabrio Cooper S Automatic 2020,MINI,Cabrio,Cooper S,2020,Automatic,1," 985,000,000 "," 985,000,000 "," 985,000,000 ",," 12,000.00 ",7500
BMW X2 sDrive18i M Sport X Automatic 2019,BMW,X2,sDrive18i M Sport X,2019,Automatic,1," 850,000,000 "," 850,000,000 "," 850,000,000 ",869000000," 2,533.33 ",7500
Jeep Grand Cherokee Limited Automatic 2012,Jeep,Grand Cherokee,Limited,2012,Automatic,1," 410,000,000 "," 410,000,000 "," 410,000,000 "," 1,100,000,000 "," 13,800.00 ",50000
Peugeot 3008 Allure Plus Automatic 2021,Peugeot,3008,Allure Plus,2021,Automatic,1," 488,000,000 "," 488,000,000 "," 488,000,000 ",730000000," 10,755.56 ",22500
Volvo XC60 Recharge PHEV Automatic 2023,Volvo,XC60,Recharge PHEV,2023,Automatic,1," 958,000,000 "," 958,000,000 "," 958,000,000 ",," 12,000.00 ",17500
Datsun GO+ T-Ultimate Manual 2017,Datsun,GO+,T-Ultimate,2017,Manual,1," 82,500,000 "," 82,500,000 "," 82,500,000 ",117850000, 523.70 ,67500
Land Rover Defender 130 S P400 Automatic 2023,Land Rover,Defender,130 S P400,2023,Automatic,1," 3,588,000,000 "," 3,588,000,000 "," 3,588,000,000 ",," 12,000.00 ",27500
Chevrolet Express Explorer Limited Automatic 2012,Chevrolet,Express,Explorer Limited,2012,Automatic,1," 880,000,000 "," 880,000,000 "," 880,000,000 ",," 12,000.00 ",22500
MINI Cooper JCW Manual 2012,MINI,Cooper,JCW,2012,Manual,1," 588,000,000 "," 588,000,000 "," 588,000,000 ",," 12,000.00 ",32500
Toyota Kijang Minibus GL Long (LGX) Manual 2002,Toyota,Kijang,Minibus GL Long (LGX),2002,Manual,1," 128,000,000 "," 128,000,000 "," 128,000,000 ",," 12,000.00 ",292500
Toyota Land Cruiser 100 Automatic 1998,Toyota,Land Cruiser,100,1998,Automatic,1," 688,000,000 "," 688,000,000 "," 688,000,000 ",," 12,000.00 ",182500
Suzuki Carry ST 20 Pick Up Manual 1983,Suzuki,Carry,ST 20 Pick Up,1983,Manual,1," 59,000,000 "," 59,000,000 "," 59,000,000 ",," 12,000.00 ",52500
Isuzu MU-X 4X4 Manual 2021,Isuzu,MU-X,4X4,2021,Manual,1," 358,000,000 "," 358,000,000 "," 358,000,000 ",559900000," 7,341.82 ",27500
Jeep Grand Cherokee Overland Automatic 2011,Jeep,Grand Cherokee,Overland,2011,Automatic,1," 588,000,000 "," 588,000,000 "," 588,000,000 "," 1,170,000,000 "," 13,694.12 ",42500
Mercedes-Benz C200K Avantgarde Automatic 2007,Mercedes-Benz,C200K,Avantgarde,2007,Automatic,1," 138,000,000 "," 138,000,000 "," 138,000,000 ",," 12,000.00 ",42500
Nissan Terrano Grandroad G1 Manual 2003,Nissan,Terrano,Grandroad G1,2003,Manual,1," 118,000,000 "," 118,000,000 "," 118,000,000 ",," 12,000.00 ",72500
Mitsubishi Lancer Evolution X Automatic 2012,Mitsubishi,Lancer,Evolution X,2012,Automatic,1," 788,000,000 "," 788,000,000 "," 788,000,000 ",," 12,000.00 ",22500
Hyundai Stargazer X Style Automatic 2024,Hyundai,Stargazer X,Style,2024,Automatic,1," 288,000,000 "," 288,000,000 "," 288,000,000 ",340400000," 2,328.89 ",22500
Land Rover Range Rover Sport TDV6 Automatic 2010,Land Rover,Range Rover Sport,TDV6,2010,Automatic,1," 688,000,000 "," 688,000,000 "," 688,000,000 ",," 12,000.00 ",137500
Volkswagen Scirocco TSI Automatic 2016,Volkswagen,Scirocco,TSI,2016,Automatic,1," 399,000,000 "," 399,000,000 "," 399,000,000 "," 590,000,000 "," 3,638.10 ",52500
Toyota Kijang Innova Venturer Manual 2017,Toyota,Kijang Innova,Venturer,2017,Manual,1," 365,000,000 "," 365,000,000 "," 365,000,000 ",394300000, 334.86 ,87500
Bentley Continental GT V8 Automatic 2012,Bentley,Continental GT,V8,2012,Automatic,1," 2,750,000,000 "," 2,750,000,000 "," 2,750,000,000 ",," 12,000.00 ",11785
Isuzu Pickup Standard Single Cab Manual 2008,Isuzu,Pickup,Standard Single Cab,2008,Manual,1," 88,000,000 "," 88,000,000 "," 88,000,000 ",," 12,000.00 ",72500
Honda Jazz RS Manual 2015,Honda,Jazz,RS,2015,Manual,1," 178,000,000 "," 178,000,000 "," 178,000,000 "," 249,500,000 ", 697.56 ,102500
Toyota Hilux G Double Cab 4X4 Manual 2017,Toyota,Hilux,G Double Cab 4X4,2017,Manual,1," 295,000,000 "," 295,000,000 "," 295,000,000 ",400400000, 980.47 ,107500
Jeep Gladiator Rubicon Automatic 2023,Jeep,Gladiator,Rubicon,2023,Automatic,1," 1,975,000,000 "," 1,975,000,000 "," 1,975,000,000 ",2135000000," 12,800.00 ",12500
Jeep Wrangler Rubicon Unlimited Sky One-Touch Power Sliding Automatic 2021,Jeep,Wrangler,Rubicon Unlimited Sky One-Touch Power Sliding,2021,Automatic,1," 1,755,000,000 "," 1,755,000,000 "," 1,755,000,000 ",," 12,000.00 ",17500
Hyundai Tucson XG Automatic 2014,Hyundai,Tucson,XG,2014,Automatic,1," 138,000,000 "," 138,000,000 "," 138,000,000 "," 376,000,000 "," 2,025.53 ",117500
MINI Clubman Cooper Automatic 2016,MINI,Clubman,Cooper,2016,Automatic,1," 510,000,000 "," 510,000,000 "," 510,000,000 "," 669,000,000 "," 5,781.82 ",27500
Hyundai Santa Fe D-Spec (Gasoline) Automatic 2015,Hyundai,Santa Fe,D-Spec (Gasoline),2015,Automatic,1," 159,000,000 "," 159,000,000 "," 159,000,000 "," 467,500,000 "," 2,869.77 ",107500
Ford Everest XLT 4X2 Automatic 2009,Ford,Everest,XLT 4X2,2009,Automatic,1," 111,000,000 "," 111,000,000 "," 111,000,000 ",411000000," 2,666.67 ",112500
Mercedes-Benz E300 Avantgarde AMG Automatic 2013,Mercedes-Benz,E300,Avantgarde AMG,2013,Automatic,1," 282,000,000 "," 282,000,000 "," 282,000,000 ",," 12,000.00 ",47500
Mitsubishi Colt Diesel T210 6 Wheel Manual 1977,Mitsubishi,Colt Diesel,T210 6 Wheel,1977,Manual,1," 25,000,000 "," 25,000,000 "," 25,000,000 ",," 12,000.00 ",200000
BMW 218i Gran Tourer Luxury Automatic 2015,BMW,218i,Gran Tourer Luxury,2015,Automatic,1," 225,000,000 "," 225,000,000 "," 225,000,000 "," 729,000,000 "," 13,440.00 ",37500
Mazda CX-30 GT Automatic 2023,Mazda,CX-30,GT,2023,Automatic,1," 425,000,000 "," 425,000,000 "," 425,000,000 ",572200000," 19,626.67 ",7500
Nissan Serena Panoramic Autech Automatic 2014,Nissan,Serena,Panoramic Autech,2014,Automatic,1," 149,000,000 "," 149,000,000 "," 149,000,000 "," 413,500,000 "," 2,580.49 ",102500
Mercedes-Benz V250 Avantgarde Automatic 2022,Mercedes-Benz,V250,Avantgarde,2022,Automatic,1," 1,185,000,000 "," 1,185,000,000 "," 1,185,000,000 ",1730000000," 72,666.67 ",7500
Land Rover Range Rover Sport HSE Automatic 2019,Land Rover,Range Rover Sport,HSE,2019,Automatic,1," 2,285,000,000 "," 2,285,000,000 "," 2,285,000,000 ",," 12,000.00 ",7500
Porsche Taycan 4S Performance Battery Automatic 2022,Porsche,Taycan,4S Performance Battery,2022,Automatic,1," 1,765,000,000 "," 1,765,000,000 "," 1,765,000,000 ",," 12,000.00 ",17500
Honda Civic Wonder Manual 1986,Honda,Civic,Wonder,1986,Manual,1," 42,000,000 "," 42,000,000 "," 42,000,000 ",," 12,000.00 ",57500
Audi Q7 TFSI Automatic 2011,Audi,Q7,TFSI,2011,Automatic,1," 175,000,000 "," 175,000,000 "," 175,000,000 ",," 12,000.00 ",87500
Toyota Alphard ASG Automatic 2008,Toyota,Alphard,ASG,2008,Automatic,1," 172,000,000 "," 172,000,000 "," 172,000,000 ",," 12,000.00 ",102500
Toyota Previa Hi-Grade Automatic 2004,Toyota,Previa,Hi-Grade,2004,Automatic,1," 99,000,000 "," 99,000,000 "," 99,000,000 ",," 12,000.00 ",157500
Lexus RX 350 F Sport Automatic 2012,Lexus,RX 350,F Sport,2012,Automatic,1," 265,000,000 "," 265,000,000 "," 265,000,000 ",," 12,000.00 ",57500
Toyota Alphard V6 Automatic 2008,Toyota,Alphard,V6,2008,Automatic,1," 189,000,000 "," 189,000,000 "," 189,000,000 ",," 12,000.00 ",137500
BMW X6 xDrive35i Automatic 2010,BMW,X6,xDrive35i,2010,Automatic,1," 290,000,000 "," 290,000,000 "," 290,000,000 ",," 12,000.00 ",47500
Lexus LS 500h Executive Automatic 2018,Lexus,LS 500h,Executive,2018,Automatic,1," 1,258,000,000 "," 1,258,000,000 "," 1,258,000,000 ",4310000000," 53,078.26 ",57500
KIA Visto Zip Drive Automatic 2003,KIA,Visto,Zip Drive,2003,Automatic,1," 41,000,000 "," 41,000,000 "," 41,000,000 ",," 12,000.00 ",202500
BMW 523i Executive Automatic 2010,BMW,523i,Executive,2010,Automatic,1," 205,000,000 "," 205,000,000 "," 205,000,000 ",888000000," 11,196.72 ",61000
Ford Everest XLT 4X2 Manual 2007,Ford,Everest,XLT 4X2,2007,Manual,1," 135,000,000 "," 135,000,000 "," 135,000,000 ",," 12,000.00 ",182500
Suzuki APV Blind Van Manual 2021,Suzuki,APV,Blind Van,2021,Manual,1," 107,000,000 "," 107,000,000 "," 107,000,000 ",161100000," 1,664.62 ",32500
KIA Sportage Platinum Automatic 2014,KIA,Sportage,Platinum,2014,Automatic,1," 173,000,000 "," 173,000,000 "," 173,000,000 "," 378,000,000 "," 2,484.85 ",82500
Suzuki Ertiga Dreza GS Automatic 2017,Suzuki,Ertiga,Dreza GS,2017,Automatic,1," 138,000,000 "," 138,000,000 "," 138,000,000 ",240000000, 995.12 ,102500
Hyundai Sonata GLS Automatic 2014,Hyundai,Sonata,GLS,2014,Automatic,1," 155,000,000 "," 155,000,000 "," 155,000,000 ",," 12,000.00 ",87500
Mitsubishi Triton Exceed Double Cab 4X4 Automatic 2016,Mitsubishi,Triton,Exceed Double Cab 4X4,2016,Automatic,1," 298,000,000 "," 298,000,000 "," 298,000,000 "," 411,000,000 "," 1,291.43 ",87500
Toyota Camry Q Automatic 2008,Toyota,Camry,Q,2008,Automatic,1," 130,000,000 "," 130,000,000 "," 130,000,000 ",," 12,000.00 ",92500
Volkswagen Touran TSI Automatic 2009,Volkswagen,Touran,TSI,2009,Automatic,1," 80,000,000 "," 80,000,000 "," 80,000,000 ",," 12,000.00 ",80000
Suzuki Mega Carry Box Manual 2018,Suzuki,Mega Carry,Box,2018,Manual,1," 99,000,000 "," 99,000,000 "," 99,000,000 ",153500000, 461.86 ,118000
Land Rover Discovery 3 TDV6 HSE Automatic 2007,Land Rover,Discovery 3,TDV6 HSE,2007,Automatic,1," 950,000,000 "," 950,000,000 "," 950,000,000 ",," 12,000.00 ",147500
smart fortwo Passion Automatic 2011,smart,fortwo,Passion,2011,Automatic,1," 159,000,000 "," 159,000,000 "," 159,000,000 "," 219,000,000 "," 1,263.16 ",47500
Nissan Terrano Spirit S3 Manual 2005,Nissan,Terrano,Spirit S3,2005,Manual,1," 99,000,000 "," 99,000,000 "," 99,000,000 ",," 12,000.00 ",162500
Toyota Kijang Minibus DLX Long (LSX) Manual 2001,Toyota,Kijang,Minibus DLX Long (LSX),2001,Manual,1," 78,000,000 "," 78,000,000 "," 78,000,000 ",," 12,000.00 ",297500
KIA Sportage Limited Edition (Diesel) Automatic 2015,KIA,Sportage,Limited Edition (Diesel),2015,Automatic,1," 185,000,000 "," 185,000,000 "," 185,000,000 "," 447,500,000 "," 2,333.33 ",112500
Audi TT TFSI Automatic 2007,Audi,TT,TFSI,2007,Automatic,1," 358,000,000 "," 358,000,000 "," 358,000,000 ",," 12,000.00 ",47500
Daihatsu Ayla X Deluxe Manual 2019,Daihatsu,Ayla,X Deluxe,2019,Manual,1," 92,000,000 "," 92,000,000 "," 92,000,000 ",133050000," 3,284.00 ",12500
Mitsubishi Colt Diesel FE304 Manual 2004,Mitsubishi,Colt Diesel,FE304,2004,Manual,1," 105,000,000 "," 105,000,000 "," 105,000,000 ",," 12,000.00 ",297500
Daihatsu Ayla X Elegant Manual 2013,Daihatsu,Ayla,X Elegant,2013,Manual,1," 75,000,000 "," 75,000,000 "," 75,000,000 "," 102,150,000 ", 638.82 ,42500
Nissan Teana 230 JM Automatic 2004,Nissan,Teana,230 JM,2004,Automatic,1," 69,000,000 "," 69,000,000 "," 69,000,000 ",," 12,000.00 ",97500
Jeep Cherokee Limited Automatic 2014,Jeep,Cherokee,Limited,2014,Automatic,1," 318,000,000 "," 318,000,000 "," 318,000,000 "," 810,000,000 "," 4,187.23 ",117500
MINI Cooper 3 Door Automatic 2015,MINI,Cooper,3 Door,2015,Automatic,1," 399,000,000 "," 399,000,000 "," 399,000,000 "," 589,000,000 "," 6,909.09 ",27500
Daihatsu Gran Max PU Box STD Manual 2019,Daihatsu,Gran Max,PU Box STD,2019,Manual,1," 90,000,000 "," 90,000,000 "," 90,000,000 ",160750000," 1,132.00 ",62500
Toyota Land Cruiser ZX Automatic 2012,Toyota,Land Cruiser,ZX,2012,Automatic,1," 1,300,000,000 "," 1,300,000,000 "," 1,300,000,000 ",," 12,000.00 ",42500
MINI Cooper S Electric Level 3 Automatic 2024,MINI,Cooper,S Electric Level 3,2024,Automatic,1," 888,000,000 "," 888,000,000 "," 888,000,000 ",," 12,000.00 ",2500
Nissan Grand Livina X-Gear Automatic 2013,Nissan,Grand Livina,X-Gear,2013,Automatic,1," 100,000,000 "," 100,000,000 "," 100,000,000 "," 221,900,000 ", 799.34 ,152500
BMW 320i Executive Edition Automatic 2011,BMW,320i,Executive Edition,2011,Automatic,1," 168,000,000 "," 168,000,000 "," 168,000,000 ",," 12,000.00 ",27500
Nissan Grand Livina SV Automatic 2017,Nissan,Grand Livina,SV,2017,Automatic,1," 110,000,000 "," 110,000,000 "," 110,000,000 ",221100000," 1,083.90 ",102500
Suzuki Ertiga Sport Manual 2021,Suzuki,Ertiga,Sport,2021,Manual,1," 195,000,000 "," 195,000,000 "," 195,000,000 ",258350000," 3,307.06 ",19156
MINI Cooper 5 Door Automatic 2024,MINI,Cooper,5 Door,2024,Automatic,1," 826,000,000 "," 826,000,000 "," 826,000,000 ",970000000," 19,200.00 ",7500
Toyota Corolla Altis G Automatic 2019,Toyota,Corolla Altis,G,2019,Automatic,1," 226,000,000 "," 226,000,000 "," 226,000,000 ",468200000," 4,212.17 ",57500
Daihatsu Gran Max Mini Bus D Manual 2016,Daihatsu,Gran Max,Mini Bus D,2016,Manual,1," 75,000,000 "," 75,000,000 "," 75,000,000 "," 140,475,000 ", 638.78 ,102500
Mitsubishi Delica D5 Automatic 2016,Mitsubishi,Delica,D5,2016,Automatic,1," 165,000,000 "," 165,000,000 "," 165,000,000 ",," 12,000.00 ",147500
Nissan Navara Sport Version Dual Cab Manual 2012,Nissan,Navara,Sport Version Dual Cab,2012,Manual,1," 225,000,000 "," 225,000,000 "," 225,000,000 ",," 12,000.00 ",117500
Toyota Land Cruiser BJ40 RV-KC (Hardtop) Manual 1985,Toyota,Land Cruiser,BJ40 RV-KC (Hardtop),1985,Manual,1," 475,000,000 "," 475,000,000 "," 475,000,000 ",," 12,000.00 ",197500
Toyota Fortuner G TRD Sportivo 4X2 (Diesel) Manual 2010,Toyota,Fortuner,G TRD Sportivo 4X2 (Diesel),2010,Manual,1," 208,000,000 "," 208,000,000 "," 208,000,000 ",," 12,000.00 ",2500
Honda City VTEC Manual 2004,Honda,City,VTEC,2004,Manual,1," 70,000,000 "," 70,000,000 "," 70,000,000 ",," 12,000.00 ",100000
Toyota Land Cruiser Fj40 Hardtop Manual 1982,Toyota,Land Cruiser,Fj40 Hardtop,1982,Manual,1," 285,000,000 "," 285,000,000 "," 285,000,000 ",," 12,000.00 ",197500
Toyota Land Cruiser Fj40 Hardtop Manual 1980,Toyota,Land Cruiser,Fj40 Hardtop,1980,Manual,1," 275,000,000 "," 275,000,000 "," 275,000,000 ",," 12,000.00 ",197500
Honda Civic S Automatic 2018,Honda,Civic,S,2018,Automatic,1," 360,000,000 "," 360,000,000 "," 360,000,000 ",," 12,000.00 ",32500
Toyota Avanza G TSS Lux Automatic 2023,Toyota,Avanza,G TSS Lux,2023,Automatic,1," 240,000,000 "," 240,000,000 "," 240,000,000 ",," 12,000.00 ",12500
Daihatsu Terios TX Adventure Automatic 2011,Daihatsu,Terios,TX Adventure,2011,Automatic,1," 108,000,000 "," 108,000,000 "," 108,000,000 "," 189,600,000 ", 932.57 ,87500
Jeep Wrangler Rubicon Unlimited Automatic 2021,Jeep,Wrangler,Rubicon Unlimited,2021,Automatic,1," 1,625,000,000 "," 1,625,000,000 "," 1,625,000,000 ",1780000000," 20,666.67 ",7500
MG 5 GT Magnify Automatic 2023,MG,5,GT Magnify,2023,Automatic,1," 285,000,000 "," 285,000,000 "," 285,000,000 ",407900000," 3,781.54 ",32500
Suzuki Escudo JLX Manual 1996,Suzuki,Escudo,JLX,1996,Manual,1," 55,000,000 "," 55,000,000 "," 55,000,000 ",," 12,000.00 ",250000
Lexus RX 350h Luxury Automatic 2024,Lexus,RX 350h,Luxury,2024,Automatic,1," 1,450,000,000 "," 1,450,000,000 "," 1,450,000,000 ",1794000000," 38,222.22 ",9000
BYD M6 Superior Captain 6-seater Automatic 2025,BYD,M6,Superior Captain 6-seater,2025,Automatic,1," 342,000,000 "," 342,000,000 "," 342,000,000 ",," 12,000.00 ",2500
Mitsubishi Colt T120SS Pick Up Standard Manual 2014,Mitsubishi,Colt T120SS,Pick Up Standard,2014,Manual,1," 75,000,000 "," 75,000,000 "," 75,000,000 "," 99,500,000 ", 120.99 ,202500
Toyota Fortuner GR Sport 4X4 Automatic 2024,Toyota,Fortuner,GR Sport 4X4,2024,Automatic,1," 675,000,000 "," 675,000,000 "," 675,000,000 ",736850000," 30,925.00 ",2000
Mazda RX-8 Spirit R Automatic 2012,Mazda,RX-8,Spirit R,2012,Automatic,1," 285,000,000 "," 285,000,000 "," 285,000,000 "," 682,000,000 "," 12,215.38 ",32500
Toyota Alphard Lombardi Edition Allegra Automatic 2022,Toyota,Alphard,Lombardi Edition Allegra,2022,Automatic,1," 1,095,000,000 "," 1,095,000,000 "," 1,095,000,000 ",," 12,000.00 ",7500
Honda BR-V Prestige Honda Sensing N7X Edition Automatic 2024,Honda,BR-V,Prestige Honda Sensing N7X Edition,2024,Automatic,1," 240,000,000 "," 240,000,000 "," 240,000,000 ",363400000," 49,360.00 ",2500
Chery Tiggo 8 Pro Luxury Automatic 2023,Chery,Tiggo 8 Pro,Luxury,2023,Automatic,1," 286,000,000 "," 286,000,000 "," 286,000,000 ",528500000," 7,461.54 ",32500
Suzuki Karimun Wagon R GS Manual 2021,Suzuki,Karimun Wagon R,GS,2021,Manual,1," 113,000,000 "," 113,000,000 "," 113,000,000 ",152000000, 678.26 ,57500
MINI Countryman S ALL4 Favoured Trim Automatic 2025,MINI,Countryman,S ALL4 Favoured Trim,2025,Automatic,1," 1,045,000,000 "," 1,045,000,000 "," 1,045,000,000 ",," 12,000.00 ",2500
